icd_code,cls_code,mapping_type,priority,source_version,note,evidence_level
H04.1,CLS-XN-CONG-THUC-MAU,suggested,1,MAP-2026.04,Mục đích: Đánh giá ban đầu và phân tầng nguy cơ ngoại trú theo hướng dẫn Bộ Y tế và thực hành EBM cập nhật. Ưu tiên: Chỉ định khi có triệu chứng hoặc yếu tố nguy cơ liên quan. Lặp lại: 1-3 tháng/lần tùy diễn tiến lâm sàng.,IIa
H04.1,CLS-XN-DUONG-HUYET,suggested,2,MAP-2026.04,Mục đích: Đánh giá ban đầu và phân tầng nguy cơ ngoại trú theo hướng dẫn Bộ Y tế và thực hành EBM cập nhật. Ưu tiên: Chỉ định khi có triệu chứng hoặc yếu tố nguy cơ liên quan. Lặp lại: 1-3 tháng/lần tùy diễn tiến lâm sàng.,IIa
H04.1,CLS-XN-NUOC-TIEU,suggested,3,MAP-2026.04,Mục đích: Đánh giá ban đầu và phân tầng nguy cơ ngoại trú theo hướng dẫn Bộ Y tế và thực hành EBM cập nhật. Ưu tiên: Chỉ định khi có triệu chứng hoặc yếu tố nguy cơ liên quan. Lặp lại: 1-3 tháng/lần tùy diễn tiến lâm sàng.,IIa
H52.4,CLS-XN-CONG-THUC-MAU,suggested,1,MAP-2026.04,Mục đích: Đánh giá ban đầu và phân tầng nguy cơ ngoại trú theo hướng dẫn Bộ Y tế và thực hành EBM cập nhật. Ưu tiên: Chỉ định khi có triệu chứng hoặc yếu tố nguy cơ liên quan. Lặp lại: 1-3 tháng/lần tùy diễn tiến lâm sàng.,IIa
H52.4,CLS-XN-DUONG-HUYET,suggested,2,MAP-2026.04,Mục đích: Đánh giá ban đầu và phân tầng nguy cơ ngoại trú theo hướng dẫn Bộ Y tế và thực hành EBM cập nhật. Ưu tiên: Chỉ định khi có triệu chứng hoặc yếu tố nguy cơ liên quan. Lặp lại: 1-3 tháng/lần tùy diễn tiến lâm sàng.,IIa
H52.4,CLS-XN-NUOC-TIEU,suggested,3,MAP-2026.04,Mục đích: Đánh giá ban đầu và phân tầng nguy cơ ngoại trú theo hướng dẫn Bộ Y tế và thực hành EBM cập nhật. Ưu tiên: Chỉ định khi có triệu chứng hoặc yếu tố nguy cơ liên quan. Lặp lại: 1-3 tháng/lần tùy diễn tiến lâm sàng.,IIa
H81.1,CLS-XN-CONG-THUC-MAU,suggested,1,MAP-2026.04,Mục đích: Đánh giá ban đầu và phân tầng nguy cơ ngoại trú theo hướng dẫn Bộ Y tế và thực hành EBM cập nhật. Ưu tiên: Chỉ định khi có triệu chứng hoặc yếu tố nguy cơ liên quan. Lặp lại: 1-3 tháng/lần tùy diễn tiến lâm sàng.,IIa
H81.1,CLS-XN-DUONG-HUYET,suggested,2,MAP-2026.04,Mục đích: Đánh giá ban đầu và phân tầng nguy cơ ngoại trú theo hướng dẫn Bộ Y tế và thực hành EBM cập nhật. Ưu tiên: Chỉ định khi có triệu chứng hoặc yếu tố nguy cơ liên quan. Lặp lại: 1-3 tháng/lần tùy diễn tiến lâm sàng.,IIa
H81.1,CLS-XN-NUOC-TIEU,suggested,3,MAP-2026.04,Mục đích: Đánh giá ban đầu và phân tầng nguy cơ ngoại trú theo hướng dẫn Bộ Y tế và thực hành EBM cập nhật. Ưu tiên: Chỉ định khi có triệu chứng hoặc yếu tố nguy cơ liên quan. Lặp lại: 1-3 tháng/lần tùy diễn tiến lâm sàng.,IIa
I87.2,CLS-XN-CONG-THUC-MAU,suggested,1,MAP-2026.04,Mục đích: Đánh giá ban đầu và phân tầng nguy cơ ngoại trú theo hướng dẫn Bộ Y tế và thực hành EBM cập nhật. Ưu tiên: Chỉ định khi có triệu chứng hoặc yếu tố nguy cơ liên quan. Lặp lại: 1-3 tháng/lần tùy diễn tiến lâm sàng.,IIa
I87.2,CLS-XN-DUONG-HUYET,suggested,2,MAP-2026.04,Mục đích: Đánh giá ban đầu và phân tầng nguy cơ ngoại trú theo hướng dẫn Bộ Y tế và thực hành EBM cập nhật. Ưu tiên: Chỉ định khi có triệu chứng hoặc yếu tố nguy cơ liên quan. Lặp lại: 1-3 tháng/lần tùy diễn tiến lâm sàng.,IIa
I87.2,CLS-XN-NUOC-TIEU,suggested,3,MAP-2026.04,Mục đích: Đánh giá ban đầu và phân tầng nguy cơ ngoại trú theo hướng dẫn Bộ Y tế và thực hành EBM cập nhật. Ưu tiên: Chỉ định khi có triệu chứng hoặc yếu tố nguy cơ liên quan. Lặp lại: 1-3 tháng/lần tùy diễn tiến lâm sàng.,IIa
J31.0,CLS-XN-CONG-THUC-MAU,suggested,1,MAP-2026.04,Mục đích: Đánh giá ban đầu và phân tầng nguy cơ ngoại trú theo hướng dẫn Bộ Y tế và thực hành EBM cập nhật. Ưu tiên: Chỉ định khi có triệu chứng hoặc yếu tố nguy cơ liên quan. Lặp lại: 1-3 tháng/lần tùy diễn tiến lâm sàng.,IIa
J31.0,CLS-XN-DUONG-HUYET,suggested,2,MAP-2026.04,Mục đích: Đánh giá ban đầu và phân tầng nguy cơ ngoại trú theo hướng dẫn Bộ Y tế và thực hành EBM cập nhật. Ưu tiên: Chỉ định khi có triệu chứng hoặc yếu tố nguy cơ liên quan. Lặp lại: 1-3 tháng/lần tùy diễn tiến lâm sàng.,IIa
J31.0,CLS-XN-NUOC-TIEU,suggested,3,MAP-2026.04,Mục đích: Đánh giá ban đầu và phân tầng nguy cơ ngoại trú theo hướng dẫn Bộ Y tế và thực hành EBM cập nhật. Ưu tiên: Chỉ định khi có triệu chứng hoặc yếu tố nguy cơ liên quan. Lặp lại: 1-3 tháng/lần tùy diễn tiến lâm sàng.,IIa
L21.9,CLS-XN-CONG-THUC-MAU,suggested,1,MAP-2026.04,Mục đích: Đánh giá ban đầu và phân tầng nguy cơ ngoại trú theo hướng dẫn Bộ Y tế và thực hành EBM cập nhật. Ưu tiên: Chỉ định khi có triệu chứng hoặc yếu tố nguy cơ liên quan. Lặp lại: 1-3 tháng/lần tùy diễn tiến lâm sàng.,IIa
L21.9,CLS-XN-DUONG-HUYET,suggested,2,MAP-2026.04,Mục đích: Đánh giá ban đầu và phân tầng nguy cơ ngoại trú theo hướng dẫn Bộ Y tế và thực hành EBM cập nhật. Ưu tiên: Chỉ định khi có triệu chứng hoặc yếu tố nguy cơ liên quan. Lặp lại: 1-3 tháng/lần tùy diễn tiến lâm sàng.,IIa
L21.9,CLS-XN-NUOC-TIEU,suggested,3,MAP-2026.04,Mục đích: Đánh giá ban đầu và phân tầng nguy cơ ngoại trú theo hướng dẫn Bộ Y tế và thực hành EBM cập nhật. Ưu tiên: Chỉ định khi có triệu chứng hoặc yếu tố nguy cơ liên quan. Lặp lại: 1-3 tháng/lần tùy diễn tiến lâm sàng.,IIa
L29.9,CLS-XN-CONG-THUC-MAU,suggested,1,MAP-2026.04,Mục đích: Đánh giá ban đầu và phân tầng nguy cơ ngoại trú theo hướng dẫn Bộ Y tế và thực hành EBM cập nhật. Ưu tiên: Chỉ định khi có triệu chứng hoặc yếu tố nguy cơ liên quan. Lặp lại: 1-3 tháng/lần tùy diễn tiến lâm sàng.,IIa
L29.9,CLS-XN-DUONG-HUYET,suggested,2,MAP-2026.04,Mục đích: Đánh giá ban đầu và phân tầng nguy cơ ngoại trú theo hướng dẫn Bộ Y tế và thực hành EBM cập nhật. Ưu tiên: Chỉ định khi có triệu chứng hoặc yếu tố nguy cơ liên quan. Lặp lại: 1-3 tháng/lần tùy diễn tiến lâm sàng.,IIa
L29.9,CLS-XN-NUOC-TIEU,suggested,3,MAP-2026.04,Mục đích: Đánh giá ban đầu và phân tầng nguy cơ ngoại trú theo hướng dẫn Bộ Y tế và thực hành EBM cập nhật. Ưu tiên: Chỉ định khi có triệu chứng hoặc yếu tố nguy cơ liên quan. Lặp lại: 1-3 tháng/lần tùy diễn tiến lâm sàng.,IIa
M54.2,CLS-XN-CONG-THUC-MAU,suggested,1,MAP-2026.04,Mục đích: Đánh giá ban đầu và phân tầng nguy cơ ngoại trú theo hướng dẫn Bộ Y tế và thực hành EBM cập nhật. Ưu tiên: Chỉ định khi có triệu chứng hoặc yếu tố nguy cơ liên quan. Lặp lại: 1-3 tháng/lần tùy diễn tiến lâm sàng.,IIa
M54.2,CLS-XN-DUONG-HUYET,suggested,2,MAP-2026.04,Mục đích: Đánh giá ban đầu và phân tầng nguy cơ ngoại trú theo hướng dẫn Bộ Y tế và thực hành EBM cập nhật. Ưu tiên: Chỉ định khi có triệu chứng hoặc yếu tố nguy cơ liên quan. Lặp lại: 1-3 tháng/lần tùy diễn tiến lâm sàng.,IIa
M54.2,CLS-XN-NUOC-TIEU,suggested,3,MAP-2026.04,Mục đích: Đánh giá ban đầu và phân tầng nguy cơ ngoại trú theo hướng dẫn Bộ Y tế và thực hành EBM cập nhật. Ưu tiên: Chỉ định khi có triệu chứng hoặc yếu tố nguy cơ liên quan. Lặp lại: 1-3 tháng/lần tùy diễn tiến lâm sàng.,IIa
M62.8,CLS-XN-CONG-THUC-MAU,suggested,1,MAP-2026.04,Mục đích: Đánh giá ban đầu và phân tầng nguy cơ ngoại trú theo hướng dẫn Bộ Y tế và thực hành EBM cập nhật. Ưu tiên: Chỉ định khi có triệu chứng hoặc yếu tố nguy cơ liên quan. Lặp lại: 1-3 tháng/lần tùy diễn tiến lâm sàng.,IIa
M62.8,CLS-XN-DUONG-HUYET,suggested,2,MAP-2026.04,Mục đích: Đánh giá ban đầu và phân tầng nguy cơ ngoại trú theo hướng dẫn Bộ Y tế và thực hành EBM cập nhật. Ưu tiên: Chỉ định khi có triệu chứng hoặc yếu tố nguy cơ liên quan. Lặp lại: 1-3 tháng/lần tùy diễn tiến lâm sàng.,IIa
M62.8,CLS-XN-NUOC-TIEU,suggested,3,MAP-2026.04,Mục đích: Đánh giá ban đầu và phân tầng nguy cơ ngoại trú theo hướng dẫn Bộ Y tế và thực hành EBM cập nhật. Ưu tiên: Chỉ định khi có triệu chứng hoặc yếu tố nguy cơ liên quan. Lặp lại: 1-3 tháng/lần tùy diễn tiến lâm sàng.,IIa
N23,CLS-XN-CONG-THUC-MAU,suggested,1,MAP-2026.04,Mục đích: Đánh giá ban đầu và phân tầng nguy cơ ngoại trú theo hướng dẫn Bộ Y tế và thực hành EBM cập nhật. Ưu tiên: Chỉ định khi có triệu chứng hoặc yếu tố nguy cơ liên quan. Lặp lại: 1-3 tháng/lần tùy diễn tiến lâm sàng.,IIa
N23,CLS-XN-DUONG-HUYET,suggested,2,MAP-2026.04,Mục đích: Đánh giá ban đầu và phân tầng nguy cơ ngoại trú theo hướng dẫn Bộ Y tế và thực hành EBM cập nhật. Ưu tiên: Chỉ định khi có triệu chứng hoặc yếu tố nguy cơ liên quan. Lặp lại: 1-3 tháng/lần tùy diễn tiến lâm sàng.,IIa
N23,CLS-XN-NUOC-TIEU,suggested,3,MAP-2026.04,Mục đích: Đánh giá ban đầu và phân tầng nguy cơ ngoại trú theo hướng dẫn Bộ Y tế và thực hành EBM cập nhật. Ưu tiên: Chỉ định khi có triệu chứng hoặc yếu tố nguy cơ liên quan. Lặp lại: 1-3 tháng/lần tùy diễn tiến lâm sàng.,IIa
N32.8,CLS-XN-CONG-THUC-MAU,suggested,1,MAP-2026.04,Mục đích: Đánh giá ban đầu và phân tầng nguy cơ ngoại trú theo hướng dẫn Bộ Y tế và thực hành EBM cập nhật. Ưu tiên: Chỉ định khi có triệu chứng hoặc yếu tố nguy cơ liên quan. Lặp lại: 1-3 tháng/lần tùy diễn tiến lâm sàng.,IIa
N32.8,CLS-XN-DUONG-HUYET,suggested,2,MAP-2026.04,Mục đích: Đánh giá ban đầu và phân tầng nguy cơ ngoại trú theo hướng dẫn Bộ Y tế và thực hành EBM cập nhật. Ưu tiên: Chỉ định khi có triệu chứng hoặc yếu tố nguy cơ liên quan. Lặp lại: 1-3 tháng/lần tùy diễn tiến lâm sàng.,IIa
N32.8,CLS-XN-NUOC-TIEU,suggested,3,MAP-2026.04,Mục đích: Đánh giá ban đầu và phân tầng nguy cơ ngoại trú theo hướng dẫn Bộ Y tế và thực hành EBM cập nhật. Ưu tiên: Chỉ định khi có triệu chứng hoặc yếu tố nguy cơ liên quan. Lặp lại: 1-3 tháng/lần tùy diễn tiến lâm sàng.,IIa
R05,CLS-XN-CONG-THUC-MAU,suggested,1,MAP-2026.04,Mục đích: Đánh giá ban đầu và phân tầng nguy cơ ngoại trú theo hướng dẫn Bộ Y tế và thực hành EBM cập nhật. Ưu tiên: Chỉ định khi có triệu chứng hoặc yếu tố nguy cơ liên quan. Lặp lại: 1-3 tháng/lần tùy diễn tiến lâm sàng.,IIa
R05,CLS-XN-DUONG-HUYET,suggested,2,MAP-2026.04,Mục đích: Đánh giá ban đầu và phân tầng nguy cơ ngoại trú theo hướng dẫn Bộ Y tế và thực hành EBM cập nhật. Ưu tiên: Chỉ định khi có triệu chứng hoặc yếu tố nguy cơ liên quan. Lặp lại: 1-3 tháng/lần tùy diễn tiến lâm sàng.,IIa
R05,CLS-XN-NUOC-TIEU,suggested,3,MAP-2026.04,Mục đích: Đánh giá ban đầu và phân tầng nguy cơ ngoại trú theo hướng dẫn Bộ Y tế và thực hành EBM cập nhật. Ưu tiên: Chỉ định khi có triệu chứng hoặc yếu tố nguy cơ liên quan. Lặp lại: 1-3 tháng/lần tùy diễn tiến lâm sàng.,IIa
R11,CLS-XN-CONG-THUC-MAU,suggested,1,MAP-2026.04,Mục đích: Đánh giá ban đầu và phân tầng nguy cơ ngoại trú theo hướng dẫn Bộ Y tế và thực hành EBM cập nhật. Ưu tiên: Chỉ định khi có triệu chứng hoặc yếu tố nguy cơ liên quan. Lặp lại: 1-3 tháng/lần tùy diễn tiến lâm sàng.,IIa
R11,CLS-XN-DUONG-HUYET,suggested,2,MAP-2026.04,Mục đích: Đánh giá ban đầu và phân tầng nguy cơ ngoại trú theo hướng dẫn Bộ Y tế và thực hành EBM cập nhật. Ưu tiên: Chỉ định khi có triệu chứng hoặc yếu tố nguy cơ liên quan. Lặp lại: 1-3 tháng/lần tùy diễn tiến lâm sàng.,IIa
R11,CLS-XN-NUOC-TIEU,suggested,3,MAP-2026.04,Mục đích: Đánh giá ban đầu và phân tầng nguy cơ ngoại trú theo hướng dẫn Bộ Y tế và thực hành EBM cập nhật. Ưu tiên: Chỉ định khi có triệu chứng hoặc yếu tố nguy cơ liên quan. Lặp lại: 1-3 tháng/lần tùy diễn tiến lâm sàng.,IIa
R14,CLS-XN-CONG-THUC-MAU,suggested,1,MAP-2026.04,Mục đích: Đánh giá ban đầu và phân tầng nguy cơ ngoại trú theo hướng dẫn Bộ Y tế và thực hành EBM cập nhật. Ưu tiên: Chỉ định khi có triệu chứng hoặc yếu tố nguy cơ liên quan. Lặp lại: 1-3 tháng/lần tùy diễn tiến lâm sàng.,IIa
R14,CLS-XN-DUONG-HUYET,suggested,2,MAP-2026.04,Mục đích: Đánh giá ban đầu và phân tầng nguy cơ ngoại trú theo hướng dẫn Bộ Y tế và thực hành EBM cập nhật. Ưu tiên: Chỉ định khi có triệu chứng hoặc yếu tố nguy cơ liên quan. Lặp lại: 1-3 tháng/lần tùy diễn tiến lâm sàng.,IIa
R14,CLS-XN-NUOC-TIEU,suggested,3,MAP-2026.04,Mục đích: Đánh giá ban đầu và phân tầng nguy cơ ngoại trú theo hướng dẫn Bộ Y tế và thực hành EBM cập nhật. Ưu tiên: Chỉ định khi có triệu chứng hoặc yếu tố nguy cơ liên quan. Lặp lại: 1-3 tháng/lần tùy diễn tiến lâm sàng.,IIa
R21,CLS-XN-CONG-THUC-MAU,suggested,1,MAP-2026.04,Mục đích: Đánh giá ban đầu và phân tầng nguy cơ ngoại trú theo hướng dẫn Bộ Y tế và thực hành EBM cập nhật. Ưu tiên: Chỉ định khi có triệu chứng hoặc yếu tố nguy cơ liên quan. Lặp lại: 1-3 tháng/lần tùy diễn tiến lâm sàng.,IIa
R21,CLS-XN-DUONG-HUYET,suggested,2,MAP-2026.04,Mục đích: Đánh giá ban đầu và phân tầng nguy cơ ngoại trú theo hướng dẫn Bộ Y tế và thực hành EBM cập nhật. Ưu tiên: Chỉ định khi có triệu chứng hoặc yếu tố nguy cơ liên quan. Lặp lại: 1-3 tháng/lần tùy diễn tiến lâm sàng.,IIa
R21,CLS-XN-NUOC-TIEU,suggested,3,MAP-2026.04,Mục đích: Đánh giá ban đầu và phân tầng nguy cơ ngoại trú theo hướng dẫn Bộ Y tế và thực hành EBM cập nhật. Ưu tiên: Chỉ định khi có triệu chứng hoặc yếu tố nguy cơ liên quan. Lặp lại: 1-3 tháng/lần tùy diễn tiến lâm sàng.,IIa
R25.2,CLS-XN-CONG-THUC-MAU,suggested,1,MAP-2026.04,Mục đích: Đánh giá ban đầu và phân tầng nguy cơ ngoại trú theo hướng dẫn Bộ Y tế và thực hành EBM cập nhật. Ưu tiên: Chỉ định khi có triệu chứng hoặc yếu tố nguy cơ liên quan. Lặp lại: 1-3 tháng/lần tùy diễn tiến lâm sàng.,IIa
R25.2,CLS-XN-DUONG-HUYET,suggested,2,MAP-2026.04,Mục đích: Đánh giá ban đầu và phân tầng nguy cơ ngoại trú theo hướng dẫn Bộ Y tế và thực hành EBM cập nhật. Ưu tiên: Chỉ định khi có triệu chứng hoặc yếu tố nguy cơ liên quan. Lặp lại: 1-3 tháng/lần tùy diễn tiến lâm sàng.,IIa
R25.2,CLS-XN-NUOC-TIEU,suggested,3,MAP-2026.04,Mục đích: Đánh giá ban đầu và phân tầng nguy cơ ngoại trú theo hướng dẫn Bộ Y tế và thực hành EBM cập nhật. Ưu tiên: Chỉ định khi có triệu chứng hoặc yếu tố nguy cơ liên quan. Lặp lại: 1-3 tháng/lần tùy diễn tiến lâm sàng.,IIa
R52,CLS-XN-CONG-THUC-MAU,suggested,1,MAP-2026.04,Mục đích: Đánh giá ban đầu và phân tầng nguy cơ ngoại trú theo hướng dẫn Bộ Y tế và thực hành EBM cập nhật. Ưu tiên: Chỉ định khi có triệu chứng hoặc yếu tố nguy cơ liên quan. Lặp lại: 1-3 tháng/lần tùy diễn tiến lâm sàng.,IIa
R52,CLS-XN-DUONG-HUYET,suggested,2,MAP-2026.04,Mục đích: Đánh giá ban đầu và phân tầng nguy cơ ngoại trú theo hướng dẫn Bộ Y tế và thực hành EBM cập nhật. Ưu tiên: Chỉ định khi có triệu chứng hoặc yếu tố nguy cơ liên quan. Lặp lại: 1-3 tháng/lần tùy diễn tiến lâm sàng.,IIa
R52,CLS-XN-NUOC-TIEU,suggested,3,MAP-2026.04,Mục đích: Đánh giá ban đầu và phân tầng nguy cơ ngoại trú theo hướng dẫn Bộ Y tế và thực hành EBM cập nhật. Ưu tiên: Chỉ định khi có triệu chứng hoặc yếu tố nguy cơ liên quan. Lặp lại: 1-3 tháng/lần tùy diễn tiến lâm sàng.,IIa
R63.5,CLS-XN-CONG-THUC-MAU,suggested,1,MAP-2026.04,Mục đích: Đánh giá ban đầu và phân tầng nguy cơ ngoại trú theo hướng dẫn Bộ Y tế và thực hành EBM cập nhật. Ưu tiên: Chỉ định khi có triệu chứng hoặc yếu tố nguy cơ liên quan. Lặp lại: 1-3 tháng/lần tùy diễn tiến lâm sàng.,IIa
R63.5,CLS-XN-DUONG-HUYET,suggested,2,MAP-2026.04,Mục đích: Đánh giá ban đầu và phân tầng nguy cơ ngoại trú theo hướng dẫn Bộ Y tế và thực hành EBM cập nhật. Ưu tiên: Chỉ định khi có triệu chứng hoặc yếu tố nguy cơ liên quan. Lặp lại: 1-3 tháng/lần tùy diễn tiến lâm sàng.,IIa
R63.5,CLS-XN-NUOC-TIEU,suggested,3,MAP-2026.04,Mục đích: Đánh giá ban đầu và phân tầng nguy cơ ngoại trú theo hướng dẫn Bộ Y tế và thực hành EBM cập nhật. Ưu tiên: Chỉ định khi có triệu chứng hoặc yếu tố nguy cơ liên quan. Lặp lại: 1-3 tháng/lần tùy diễn tiến lâm sàng.,IIa
R82.9,CLS-XN-CONG-THUC-MAU,suggested,1,MAP-2026.04,Mục đích: Đánh giá ban đầu và phân tầng nguy cơ ngoại trú theo hướng dẫn Bộ Y tế và thực hành EBM cập nhật. Ưu tiên: Chỉ định khi có triệu chứng hoặc yếu tố nguy cơ liên quan. Lặp lại: 1-3 tháng/lần tùy diễn tiến lâm sàng.,IIa
R82.9,CLS-XN-DUONG-HUYET,suggested,2,MAP-2026.04,Mục đích: Đánh giá ban đầu và phân tầng nguy cơ ngoại trú theo hướng dẫn Bộ Y tế và thực hành EBM cập nhật. Ưu tiên: Chỉ định khi có triệu chứng hoặc yếu tố nguy cơ liên quan. Lặp lại: 1-3 tháng/lần tùy diễn tiến lâm sàng.,IIa
R82.9,CLS-XN-NUOC-TIEU,suggested,3,MAP-2026.04,Mục đích: Đánh giá ban đầu và phân tầng nguy cơ ngoại trú theo hướng dẫn Bộ Y tế và thực hành EBM cập nhật. Ưu tiên: Chỉ định khi có triệu chứng hoặc yếu tố nguy cơ liên quan. Lặp lại: 1-3 tháng/lần tùy diễn tiến lâm sàng.,IIa
Z00.0,CLS-XN-CONG-THUC-MAU,suggested,1,MAP-2026.04,Mục đích: Đánh giá ban đầu và phân tầng nguy cơ ngoại trú theo hướng dẫn Bộ Y tế và thực hành EBM cập nhật. Ưu tiên: Chỉ định khi có triệu chứng hoặc yếu tố nguy cơ liên quan. Lặp lại: 1-3 tháng/lần tùy diễn tiến lâm sàng.,IIa
Z00.0,CLS-XN-DUONG-HUYET,suggested,2,MAP-2026.04,Mục đích: Đánh giá ban đầu và phân tầng nguy cơ ngoại trú theo hướng dẫn Bộ Y tế và thực hành EBM cập nhật. Ưu tiên: Chỉ định khi có triệu chứng hoặc yếu tố nguy cơ liên quan. Lặp lại: 1-3 tháng/lần tùy diễn tiến lâm sàng.,IIa
Z00.0,CLS-XN-NUOC-TIEU,suggested,3,MAP-2026.04,Mục đích: Đánh giá ban đầu và phân tầng nguy cơ ngoại trú theo hướng dẫn Bộ Y tế và thực hành EBM cập nhật. Ưu tiên: Chỉ định khi có triệu chứng hoặc yếu tố nguy cơ liên quan. Lặp lại: 1-3 tháng/lần tùy diễn tiến lâm sàng.,IIa
Z01.4,CLS-XN-CONG-THUC-MAU,suggested,1,MAP-2026.04,Mục đích: Đánh giá ban đầu và phân tầng nguy cơ ngoại trú theo hướng dẫn Bộ Y tế và thực hành EBM cập nhật. Ưu tiên: Chỉ định khi có triệu chứng hoặc yếu tố nguy cơ liên quan. Lặp lại: 1-3 tháng/lần tùy diễn tiến lâm sàng.,IIa
Z01.4,CLS-XN-DUONG-HUYET,suggested,2,MAP-2026.04,Mục đích: Đánh giá ban đầu và phân tầng nguy cơ ngoại trú theo hướng dẫn Bộ Y tế và thực hành EBM cập nhật. Ưu tiên: Chỉ định khi có triệu chứng hoặc yếu tố nguy cơ liên quan. Lặp lại: 1-3 tháng/lần tùy diễn tiến lâm sàng.,IIa
Z01.4,CLS-XN-NUOC-TIEU,suggested,3,MAP-2026.04,Mục đích: Đánh giá ban đầu và phân tầng nguy cơ ngoại trú theo hướng dẫn Bộ Y tế và thực hành EBM cập nhật. Ưu tiên: Chỉ định khi có triệu chứng hoặc yếu tố nguy cơ liên quan. Lặp lại: 1-3 tháng/lần tùy diễn tiến lâm sàng.,IIa
Z13.1,CLS-XN-CONG-THUC-MAU,suggested,1,MAP-2026.04,Mục đích: Đánh giá ban đầu và phân tầng nguy cơ ngoại trú theo hướng dẫn Bộ Y tế và thực hành EBM cập nhật. Ưu tiên: Chỉ định khi có triệu chứng hoặc yếu tố nguy cơ liên quan. Lặp lại: 1-3 tháng/lần tùy diễn tiến lâm sàng.,IIa
Z13.1,CLS-XN-DUONG-HUYET,suggested,2,MAP-2026.04,Mục đích: Đánh giá ban đầu và phân tầng nguy cơ ngoại trú theo hướng dẫn Bộ Y tế và thực hành EBM cập nhật. Ưu tiên: Chỉ định khi có triệu chứng hoặc yếu tố nguy cơ liên quan. Lặp lại: 1-3 tháng/lần tùy diễn tiến lâm sàng.,IIa
Z13.1,CLS-XN-NUOC-TIEU,suggested,3,MAP-2026.04,Mục đích: Đánh giá ban đầu và phân tầng nguy cơ ngoại trú theo hướng dẫn Bộ Y tế và thực hành EBM cập nhật. Ưu tiên: Chỉ định khi có triệu chứng hoặc yếu tố nguy cơ liên quan. Lặp lại: 1-3 tháng/lần tùy diễn tiến lâm sàng.,IIa
