icd_code,drug_code,mapping_type,priority,source_version,note,evidence_level
Z34.9,MED-OBGYN-VITAMIN,recommended,1,MAP-OBGYN-2026,Mục đích: Cung cấp vi chất dinh dưỡng thiết yếu cho sự phát triển bình thường của thai nhi. Tác dụng phụ: Ợ nóng; buồn nôn; đầy bụng (do sắt). Tương tác: PPI/Omeprazole giảm hấp thu sắt và canxi.,I
N76.0,MED-OBGYN-METRO-NEO,preferred,1,MAP-OBGYN-2026,Mục đích: Diệt vi khuẩn kỵ khí và ký sinh trùng tại chỗ điều trị viêm âm đạo hỗn hợp. Tác dụng phụ: Nóng rát ngứa tại chỗ khi mới đặt (triệu chứng giảm sau vài ngày). Tương tác: Kiêng rượu bia nếu có uống Metronidazole kèm theo (hiệu ứng Disulfiram).,I
N83.2,MED-OBGYN-CONTRACEPTIVE,suggested,1,MAP-OBGYN-2026,Mục đích: Ức chế rụng trứng giúp kiểm soát nang buồng trứng chức năng tái phát. Tác dụng phụ: Buồn nôn; căng vú; tăng cân nhẹ; nguy cơ huyết khối tắc mạch. Tương tác: Rifampicin và thuốc chống động kinh giảm hiệu lực tránh thai.,IIa
Z30.1,MED-OBGYN-METRO-NEO,suggested,1,MAP-OBGYN-2026,Mục đích: Phòng nhiễm trùng ngược dòng trước khi đặt dụng cụ tử cung (vòng tránh thai). Tác dụng phụ: Ngứa nhẹ tại chỗ. Tương tác: Kiêng rượu bia khi dùng kèm Metronidazole đường uống.,IIa
H10.9,MED-EYE-TOBRAMYCIN,preferred,1,MAP-EYE-2026,Mục đích: Kháng sinh nhỏ mắt phổ rộng điều trị viêm kết mạc nhiễm khuẩn (mắt đỏ có ghèn mủ). Tác dụng phụ: Cảm giác châm chích; xung huyết mắt thoáng qua khi nhỏ. Tương tác: Không dùng đồng thời với kháng sinh nhóm Tetracycline nhỏ mắt.,I
H10.9,MED-EYE-ARTIFICIAL-TEAR,recommended,2,MAP-EYE-2026,Mục đích: Bôi trơn làm dịu bề mặt nhãn cầu và rửa trôi chất tiết viêm. Tác dụng phụ: Nhìn mờ thoáng qua ngay sau khi nhỏ. Tương tác: Nhỏ cách thuốc mắt điều trị khác ít nhất 5-10 phút.,I
H40.9,MED-EYE-TIMOLOL,standard,1,MAP-EYE-2026,Mục đích: Giảm sản xuất thủy dịch hạ nhãn áp trong điều trị Glôcôm. Tác dụng phụ: Châm chích mắt; khô mắt; tác dụng toàn thân (nhịp tim chậm; co thắt phế quản). Tương tác: CCB (Diltiazem Verapamil) tăng nguy cơ nhịp tim chậm nghiêm trọng.,IIa
H40.9,MED-EYE-ARTIFICIAL-TEAR,suggested,2,MAP-EYE-2026,Mục đích: Giảm khô mắt do tác dụng phụ của Timolol nhỏ mắt kéo dài. Tác dụng phụ: Nhìn mờ nhẹ thoáng qua. Tương tác: Nhỏ cách thuốc điều trị ít nhất 10 phút.,IIa
T15.9,MED-EYE-ARTIFICIAL-TEAR,preferred,1,MAP-EYE-2026,Mục đích: Rửa mắt bôi trơn giảm kích ứng sau lấy dị vật kết mạc/giác mạc. Tác dụng phụ: Nhìn mờ nhẹ thoáng qua. Tương tác: Nhỏ trước thuốc điều trị khác 10 phút.,I
T15.9,MED-EYE-TOBRAMYCIN,recommended,2,MAP-EYE-2026,Mục đích: Phòng ngừa nhiễm trùng giác mạc sau khi lấy dị vật gây xước giác mạc. Tác dụng phụ: Châm chích nhẹ khi nhỏ; cộm mắt. Tương tác: Không dùng phối hợp kháng sinh nhóm Tetracycline.,I
T15.9,MED-EYE-DICLOFENAC,suggested,3,MAP-EYE-2026,Mục đích: Kháng viêm giảm đau nhãn cầu sau dị vật gây xước giác mạc nông. Tác dụng phụ: Châm chích khi nhỏ; chậm lành giác mạc nếu dùng kéo dài. Tương tác: Thận trọng khi dùng chung Corticoid nhỏ mắt (tăng nguy cơ chậm lành loét giác mạc).,IIa
H52.0,MED-EYE-TROPICAMIDE,suggested,1,MAP-EYE-2026,Mục đích: Giãn đồng tử liệt điều tiết để đo khúc xạ chính xác (đặc biệt ở trẻ em viễn thị). Tác dụng phụ: Nhìn mờ sợ ánh sáng thoáng qua; tăng nhãn áp; khô miệng. Tương tác: Thuốc kháng cholinergic toàn thân tăng tác dụng phụ.,IIa
H52.1,MED-EYE-TROPICAMIDE,suggested,1,MAP-EYE-2026,Mục đích: Liệt điều tiết xác định độ cận thị thật (loại trừ co thắt điều tiết giả ở trẻ em). Tác dụng phụ: Chói mắt sợ ánh sáng; nhìn mờ; tim nhanh nhẹ. Tương tác: Thuốc Parkinson (Levodopa) có thể tương tác.,IIa
H50.9,MED-EYE-TROPICAMIDE,suggested,1,MAP-EYE-2026,Mục đích: Giãn đồng tử để soi đáy mắt đánh giá toàn diện trước phẫu thuật lác. Tác dụng phụ: Nhìn mờ sợ ánh sáng tạm thời. Tương tác: Thuốc an thần nhóm kháng cholinergic tăng tác dụng.,IIa
H53.0,MED-EYE-ARTIFICIAL-TEAR,suggested,1,MAP-EYE-2026,Mục đích: Cấp ẩm bề mặt nhãn cầu giảm stress thị giác hỗ trợ trong liệu trình tập nhược thị. Tác dụng phụ: Nhìn mờ nhẹ thoáng qua. Tương tác: Nhỏ cách thuốc điều trị khác 5-10 phút.,IIa
J06.9,MED-PED-AMOXICILLIN,suggested,1,MAP-PED-2026,Mục đích: Kháng sinh khi nhiễm trùng hô hấp trên ở trẻ có bằng chứng bội nhiễm vi khuẩn (sốt cao; mủ mũi). Tác dụng phụ: Tiêu chảy; phát ban dị ứng; nôn ói. Tương tác: Kháng sinh kìm khuẩn (Macrolide) có thể đối kháng.,IIa
J20.9,MED-PED-AMOXICILLIN,suggested,1,MAP-PED-2026,Mục đích: Dự phòng hoặc điều trị bội nhiễm vi khuẩn trong viêm phế quản cấp ở trẻ (sốt cao ho đàm đặc). Tác dụng phụ: Tiêu chảy; phát ban. Tương tác: Bổ sung kẽm cùng lúc có thể hỗ trợ miễn dịch.,IIa
J45.9,MED-PED-SALBUTAMOL,standard,1,MAP-PED-2026,Mục đích: Giãn phế quản cắt cơn hen cấp qua khí dung ở trẻ. Tác dụng phụ: Nhịp tim nhanh; run tay; bồn chồn; hạ kali máu. Tương tác: Chống chỉ định dùng chung thuốc chẹn Beta không chọn lọc (Propranolol) — triệt tiêu tác dụng giãn phế quản.,IIa
J45.9,MED-PED-BUDESONIDE,preferred,2,MAP-PED-2026,Mục đích: Corticoid hít dự phòng kiểm soát viêm mạn tính đường hô hấp phòng ngừa cơn hen ở trẻ. Tác dụng phụ: Nấm miệng họng (Candida); khàn giọng; ho khan. Tương tác: Thuốc ức chế CYP3A4 (Ketoconazole) tăng nồng độ nhưng ít ảnh hưởng do đường hít.,I
G40.9,MED-PED-H-VALPROATE,standard,1,MAP-PED-H-2026,Mục đích: Kiểm soát động kinh toàn thể và cục bộ ở trẻ (thuốc phổ rộng). Tác dụng phụ: Tăng cân; rụng tóc; buồn nôn; độc tính gan (theo dõi men gan); giảm tiểu cầu. Tương tác: Carbamazepine và Phenytoin thay đổi nồng độ thuốc chống co giật lẫn nhau.,IIa
F84.0,MED-PED-H-RISPERIDONE,suggested,1,MAP-PED-H-2026,Mục đích: Kiểm soát rối loạn hành vi chống đối và kích động trong rối loạn phổ tự kỷ. Tác dụng phụ: Tăng cân; tăng prolactin; buồn ngủ; rối loạn ngoại tháp (run gồng). Tương tác: Fluoxetine và Paroxetine (ức chế CYP2D6) tăng nồng độ thuốc — cần giảm liều.,IIa
F84.0,MED-PED-H-METHYLPHENIDATE,suggested,2,MAP-PED-H-2026,Mục đích: Cải thiện khả năng tập trung chú ý ở trẻ tự kỷ kèm tăng động giảm chú ý (ADHD). Tác dụng phụ: Mất ngủ; chán ăn sụt cân; nhức đầu; nhịp tim nhanh; lo âu. Tương tác: Chống chỉ định tuyệt đối với thuốc ức chế MAO (nguy cơ tăng huyết áp kịch phát).,IIa
G80.9,MED-NEURO-BACLOFEN,preferred,1,MAP-PED-2026,Mục đích: Giảm trương lực cơ và co cứng chi trong bại não thông qua chủ vận GABA-B tại tủy sống — giúp cải thiện tầm vận động cho phục hồi chức năng. Tác dụng phụ: Buồn ngủ; chóng mặt; yếu cơ; buồn nôn; co giật nếu ngừng đột ngột. Tương tác: Benzodiazepin và Opioid tăng ức chế thần kinh trung ương.,I
G80.9,MED-NEURO-VITAMIN-B,recommended,2,MAP-PED-2026,Mục đích: Bổ sung vitamin B1/B6/B12 hỗ trợ dẫn truyền thần kinh và dinh dưỡng thần kinh ở trẻ bại não. Tác dụng phụ: An toàn; nước tiểu vàng sẫm. Tương tác: B6 liều cao giảm tác dụng Levodopa.,I
H25.9,MED-EYE-ARTIFICIAL-TEAR,recommended,1,MAP-EYE-2026,Mục đích: Duy trì bôi trơn bề mặt nhãn cầu ở bệnh nhân đục thủy tinh thể chờ phẫu thuật — giảm khô mắt và cộm mắt do thay đổi quang học. Tác dụng phụ: Nhìn mờ thoáng qua ngay sau tra. Tương tác: Nhỏ cách thuốc mắt khác 5-10 phút.,I
N18.1,MED-ACEI-PERINDOPRIL,preferred,1,MAP-IM-2026,Mục đích: Bảo vệ chức năng thận thông qua giảm áp lực cầu thận và đạm niệu — trụ cột điều trị CKD có đạm niệu (KDIGO 2024). Tác dụng phụ: Ho khan; tăng kali máu; suy thận cấp nếu hẹp ĐM thận. Tương tác: NSAID giảm hiệu lực và tăng nguy cơ suy thận; lợi tiểu giữ kali tăng kali máu.,I
N18.1,MED-ARB-LOSARTAN,preferred,2,MAP-IM-2026,Mục đích: Thay thế ACEi khi bệnh nhân ho khan không dung nạp — hiệu quả bảo vệ thận tương đương (KDIGO 2024). Tác dụng phụ: Tăng kali máu; chóng mặt; nhức đầu. Tương tác: Lợi tiểu giữ kali tăng kali máu; NSAID giảm chức năng thận.,I
N18.1,MED-STATIN-ATORVASTATIN,suggested,3,MAP-IM-2026,Mục đích: Giảm nguy cơ biến cố tim mạch xơ vữa ở bệnh nhân CKD — bệnh nhân CKD có nguy cơ tim mạch rất cao (KDIGO Lipid 2013). Tác dụng phụ: Đau cơ; tăng men gan; tăng đường huyết nhẹ. Tương tác: Clarithromycin và Itraconazole ức chế CYP3A4 tăng nguy cơ tiêu cơ vân.,IIa
K29.5,MED-PPI-ESOMEPRAZOLE,preferred,1,MAP-GAS-2026,Mục đích: Ức chế bơm proton giảm tiết acid dạ dày điều trị viêm dạ dày mạn tính có triệu chứng (ACG 2022). Tác dụng phụ: Nhức đầu; tiêu chảy; dùng kéo dài nguy cơ loãng xương và thiếu B12. Tương tác: Giảm tác dụng Clopidogrel (chọn Pantoprazole nếu dùng chung).,I
K29.5,MED-PROKI-ITOPRIDE,suggested,2,MAP-GAS-2026,Mục đích: Tăng cường vận động dạ dày giảm triệu chứng đầy hơi chướng bụng ợ nóng khi viêm dạ dày kèm rối loạn vận động. Tác dụng phụ: Tiêu chảy nhẹ; đau đầu; tăng prolactin (hiếm). Tương tác: Thuốc kháng cholinergic làm giảm tác dụng thuốc.,IIa
G43.9,MED-NEURO-FLUNARIZINE,preferred,1,MAP-NEURO-2026,Mục đích: Dự phòng cơn Migraine dài hạn qua ức chế kênh calci chọn lọc giảm co thắt mạch não (ESC/EAN 2022). Tác dụng phụ: Buồn ngủ; tăng cân; biểu hiện ngoại tháp (run chân tay). Tương tác: Thuốc an thần gây ngủ tăng buồn ngủ.,I
G43.9,MED-ANAL-PARACETAMOL,recommended,2,MAP-NEURO-2026,Mục đích: Giảm đau cắt cơn Migraine mức độ nhẹ-vừa — lựa chọn đầu tay an toàn (NICE 2021). Tác dụng phụ: Độc tính gan nếu quá liều (>4g/ngày). Tương tác: Rượu bia tăng nguy cơ tổn thương gan.,I
G43.9,MED-NSAID-IBUPROFEN,recommended,3,MAP-NEURO-2026,Mục đích: Giảm đau kháng viêm cắt cơn Migraine mức độ vừa-nặng khi Paracetamol không đủ (AAN 2019). Tác dụng phụ: Kích ứng dạ dày; suy thận nếu dùng kéo dài. Tương tác: ACEi/ARB giảm hiệu lực hạ áp.,I
G43.9,MED-NEURO-AMITRIPTYLINE,suggested,4,MAP-NEURO-2026,Mục đích: Dự phòng Migraine kèm mất ngủ — tác dụng kép giảm đau thần kinh và cải thiện giấc ngủ (AAN 2012). Tác dụng phụ: Khô miệng; táo bón; buồn ngủ; tăng cân. Tương tác: Thuốc ức chế MAO chống chỉ định tuyệt đối.,IIa
G44.2,MED-ANAL-PARACETAMOL,preferred,1,MAP-NEURO-2026,Mục đích: Giảm đau đầu căng thẳng mức độ nhẹ-vừa — lựa chọn đầu tay an toàn (IHS/NICE 2021). Tác dụng phụ: Độc tính gan nếu quá liều. Tương tác: Rượu tăng toxicity gan.,I
G44.2,MED-NSAID-IBUPROFEN,recommended,2,MAP-NEURO-2026,Mục đích: Giảm đau kháng viêm khi Paracetamol không đủ hiệu quả trong đau đầu căng thẳng. Tác dụng phụ: Kích ứng dạ dày; tăng huyết áp. Tương tác: Thuốc chống đông tăng nguy cơ chảy máu.,I
G44.2,MED-NEURO-AMITRIPTYLINE,suggested,3,MAP-NEURO-2026,Mục đích: Dự phòng đau đầu căng thẳng mạn tính dùng liều thấp trước khi ngủ (AAN 2012). Tác dụng phụ: Khô miệng; buồn ngủ; táo bón; bí tiểu. Tương tác: Thuốc ức chế MAO chống chỉ định tuyệt đối.,IIa
G45.9,MED-ANTIPLAT-ASPIRIN,preferred,1,MAP-NEURO-2026,Mục đích: Dự phòng thứ phát đột quỵ não qua ức chế kết tập tiểu cầu — bắt buộc suốt đời sau TIA (AHA/ASA 2021). Tác dụng phụ: Loét dạ dày; xuất huyết tiêu hóa. Tương tác: NSAID tăng nguy cơ chảy máu.,I
G45.9,MED-STATIN-ATORVASTATIN,preferred,2,MAP-NEURO-2026,Mục đích: Giảm LDL-C và ổn định mảng xơ vữa dự phòng tái phát đột quỵ — mục tiêu LDL-C <1.4 mmol/L (ESC 2019). Tác dụng phụ: Đau cơ; tăng men gan. Tương tác: Thuốc ức chế CYP3A4 tăng nguy cơ bệnh cơ.,I
G45.9,MED-NEURO-CITICOLINE,suggested,3,MAP-NEURO-2026,Mục đích: Hỗ trợ phục hồi tế bào thần kinh tổn thương do thiếu máu não cục bộ. Tác dụng phụ: Ít tác dụng phụ; có thể gây mất ngủ nhẹ. Tương tác: Tăng nhẹ tác dụng Levodopa.,IIa
G45.9,MED-ACEI-PERINDOPRIL,suggested,4,MAP-NEURO-2026,Mục đích: Kiểm soát huyết áp dự phòng tái phát đột quỵ — đặc biệt quan trọng ở bệnh nhân THA kèm TIA (ESO 2021). Tác dụng phụ: Ho khan; tăng kali máu. Tương tác: NSAID giảm hiệu lực hạ áp.,IIa
I69.4,MED-ANTIPLAT-ASPIRIN,preferred,1,MAP-NEURO-2026,Mục đích: Dự phòng thứ phát đột quỵ tái phát suốt đời qua chống kết tập tiểu cầu (AHA/ASA 2021). Tác dụng phụ: Xuất huyết tiêu hóa; loét dạ dày. Tương tác: NSAID tăng nguy cơ chảy máu nghiêm trọng.,I
I69.4,MED-STATIN-ATORVASTATIN,preferred,2,MAP-NEURO-2026,Mục đích: Ổn định mảng xơ vữa và giảm LDL-C dự phòng tái phát đột quỵ — dùng suốt đời (ESC 2019). Tác dụng phụ: Đau cơ; tăng men gan. Tương tác: Thuốc ức chế CYP3A4 mạnh (Clarithromycin) tăng nguy cơ tiêu cơ vân.,I
I69.4,MED-NEURO-CITICOLINE,recommended,3,MAP-NEURO-2026,Mục đích: Phục hồi màng tế bào thần kinh hỗ trợ cải thiện chức năng nhận thức sau đột quỵ. Tác dụng phụ: Ít tác dụng phụ; có thể gây kích động hoặc mất ngủ. Tương tác: Tăng nhẹ tác dụng Levodopa.,I
I69.4,MED-NEURO-VITAMIN-B,recommended,4,MAP-NEURO-2026,Mục đích: Bổ sung Vitamin B1/B6/B12 hỗ trợ dẫn truyền thần kinh và phục hồi chức năng thần kinh sau đột quỵ. Tác dụng phụ: An toàn; nước tiểu vàng sẫm. Tương tác: B6 liều cao giảm tác dụng Levodopa.,I
I69.4,MED-ACEI-PERINDOPRIL,suggested,5,MAP-NEURO-2026,Mục đích: Kiểm soát huyết áp mục tiêu <130/80 mmHg dự phòng tái phát đột quỵ não (ESO 2021). Tác dụng phụ: Ho khan; tăng kali máu. Tương tác: NSAID giảm hiệu lực hạ áp.,IIa
E66.9,MED-OBES-ORLISTAT,suggested,1,MAP-IM-METABOLIC-2026,Mục đích: Ức chế hấp thu chất béo hỗ trợ giảm cân ở bệnh nhân béo phì BMI >30 kháng chế độ ăn kiêng. Tác dụng phụ: Phân mỡ; tiêu chảy; giảm hấp thu vitamin tan trong dầu. Tương tác: Levothyroxine giảm hấp thu.,IIa
E66.9,MED-STATIN-ATORVASTATIN,suggested,2,MAP-IM-METABOLIC-2026,Mục đích: Kiểm soát rối loạn lipid máu đồng mắc ở bệnh nhân béo phì có nguy cơ tim mạch. Tác dụng phụ: Đau cơ; tăng men gan. Tương tác: Thuốc ức chế CYP3A4 tăng nguy cơ bệnh cơ.,IIa
E79.0,MED-GOUT-ALLOPURINOL,preferred,1,MAP-IM-METABOLIC-2026,Mục đích: Giảm sản xuất acid uric để đưa mức acid uric máu về <6 mg/dL (ACR 2020). Tác dụng phụ: Hội chứng quá mẫn (SJS/TEN); phát ban. Tương tác: Azathioprine tăng độc tính rất mạnh.,I
E79.0,MED-STATIN-ATORVASTATIN,suggested,2,MAP-IM-METABOLIC-2026,Mục đích: Kiểm soát rối loạn lipid máu đồng mắc trong hội chứng chuyển hóa. Tác dụng phụ: Đau cơ. Tương tác: Thuốc ức chế CYP3A4.,IIa
E88.81,MED-STATIN-ATORVASTATIN,recommended,1,MAP-IM-METABOLIC-2026,Mục đích: Kiểm soát rối loạn lipid máu trong hội chứng chuyển hóa — giảm nguy cơ tim mạch (ESC 2019). Tác dụng phụ: Đau cơ; tăng men gan. Tương tác: Thuốc ức chế CYP3A4 tăng nguy cơ bệnh cơ.,I
E88.81,MED-DM-METFORMIN,suggested,2,MAP-IM-METABOLIC-2026,Mục đích: Cải thiện kháng insulin ở hội chứng chuyển hóa kèm rối loạn dung nạp glucose. Tác dụng phụ: Rối loạn tiêu hóa; nhiễm toan lactic (hiếm). Tương tác: Thuốc cản quang có iod.,IIa
G20,MED-NEURO-LEVODOPA,preferred,1,MAP-NEURO-2026,Mục đích: Bổ sung Dopamine thiếu hụt trong bệnh Parkinson — trụ cột điều trị cải thiện run cứng và chậm vận động (NICE 2017). Tác dụng phụ: Buồn nôn; ảo giác; rối loạn nhịp tim. Tương tác: Thuốc ức chế MAO không chọn lọc gây cơn tăng huyết áp.,I
G20,MED-NEURO-VITAMIN-B,recommended,2,MAP-NEURO-2026,Mục đích: Bổ sung vitamin B hỗ trợ chức năng thần kinh — tuy nhiên lưu ý B6 liều cao giảm tác dụng Levodopa. Tác dụng phụ: An toàn. Tương tác: B6 liều cao giảm tác dụng Levodopa.,I
H81.9,MED-NEURO-BETAHISTINE,preferred,1,MAP-NEURO-2026,Mục đích: Cải thiện tuần hoàn vi mạch tai trong giảm chóng mặt trong hội chứng Meniere và rối loạn tiền đình (AAO-HNS 2020). Tác dụng phụ: Rối loạn tiêu hóa nhẹ; đau đầu; phát ban. Tương tác: Thuốc kháng Histamin đối kháng tác dụng.,I
H81.9,MED-NEURO-FLUNARIZINE,suggested,2,MAP-NEURO-2026,Mục đích: Chống chóng mặt và dự phòng cơn chóng mặt tái phát qua ức chế kênh calci (EAN 2018). Tác dụng phụ: Buồn ngủ; tăng cân; triệu chứng ngoại tháp. Tương tác: Thuốc an thần tăng buồn ngủ.,IIa
H81.9,MED-NEURO-VITAMIN-B,suggested,3,MAP-NEURO-2026,Mục đích: Bổ sung vitamin B hỗ trợ dẫn truyền thần kinh tiền đình. Tác dụng phụ: An toàn. Tương tác: B6 liều cao giảm tác dụng Levodopa.,IIa
G30.9,MED-NEURO-DONEPEZIL,preferred,1,MAP-NEURO-2026,Mục đích: Ức chế acetylcholinesterase cải thiện chức năng nhận thức trong bệnh Alzheimer mức độ nhẹ-vừa (NICE 2018). Tác dụng phụ: Buồn nôn; tiêu chảy; chán ăn; nhịp tim chậm. Tương tác: Thuốc kháng cholinergic giảm tác dụng.,I
